Branch,Customer_Name,Row_Type,Qty,Description,Price
Conut Jnah,Person_0039,ITEM,1.0,MINI THE ONE,507
Conut Jnah,Person_0039,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0039,ITEM,1.0,NUTELLA SPREAD MINI.,0.00
Conut Jnah,Person_0039,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0039,ITEM,1.0,STRAWBERRY .(R),0.00
Conut Jnah,Person_0039,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0039,TOTAL,13.0,,2
Conut Jnah,Person_0138,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0138,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0138,ITEM,1.0,CHIMNEY PISTACHIO,1
Conut Jnah,Person_0138,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0138,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0138,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0138,ITEM,1.0,CONUT TRIPLE CHOCOLATE,924
Conut Jnah,Person_0138,ITEM,1.0,HOT,0.00
Conut Jnah,Person_0138,ITEM,1.0,HOT,0.00
Conut Jnah,Person_0138,ITEM,1.0,  NO SPREAD,0.00
Conut Jnah,Person_0138,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0138,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0138,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0138,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0138,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0138,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0138,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0138,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0138,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0138,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0138,ITEM,1.0,SINGLE ESPRESSO,238
Conut Jnah,Person_0138,ITEM,1.0,SINGLE ESPRESSO,238
Conut Jnah,Person_0138,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0138,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0138,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0138,ITEM,1.0,WATER,79
Conut Jnah,Person_0138,ITEM,1.0,WATER,79
Conut Jnah,Person_0138,ITEM,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.00
Conut Jnah,Person_0138,TOTAL,28.0,,6
Conut Jnah,Person_0139,ITEM,1.0,[CARAMEL DRESSING],0.00
Conut Jnah,Person_0139,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0139,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0139,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0139,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0139,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0139,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0139,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0139,ITEM,1.0,NO WHIPPED CREAM,0.00
Conut Jnah,Person_0139,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0139,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0139,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0139,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0139,ITEM,1.0,TOFFEE NUT MILKSHAKE,774
Conut Jnah,Person_0139,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0139,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0139,TOTAL,16.0,,4
Conut Jnah,Person_0140,ITEM,1.0,CHOCOLATE SAUCE,90
Conut Jnah,Person_0140,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0140,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0140,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0140,ITEM,1.0,HOT MILK,178
Conut Jnah,Person_0140,ITEM,1.0,HOT MILK,178
Conut Jnah,Person_0140,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0140,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0140,ITEM,1.0,VANILLA SYRUP,90
Conut Jnah,Person_0140,TOTAL,9.0,,1
Conut Jnah,Person_0141,ITEM,1.0,[NO DRESSING],0.00
Conut Jnah,Person_0141,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0141,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0141,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0141,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0141,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0141,ITEM,1.0,CHIMNEY BOSTON CHEESECAKE,1
Conut Jnah,Person_0141,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0141,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0141,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0141,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0141,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0141,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0141,ITEM,1.0,CRUSHED LOTUS .(R),0.00
Conut Jnah,Person_0141,ITEM,1.0,FRUIT LOOPS MILKSHAKE,774
Conut Jnah,Person_0141,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0141,ITEM,1.0,MINI THE ONE,507
Conut Jnah,Person_0141,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0141,ITEM,1.0,  NO SPREAD,0.00
Conut Jnah,Person_0141,ITEM,1.0,NO WHIPPED CREAM,0.00
Conut Jnah,Person_0141,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0141,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0141,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0141,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0141,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0141,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0141,ITEM,1.0,NUTELLA SPREAD MINI.,0.00
Conut Jnah,Person_0141,ITEM,1.0,  PISTACHIO SAUCE,(P)
Conut Jnah,Person_0141,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0141,ITEM,1.0,STRAWBERRY .(R),0.00
Conut Jnah,Person_0141,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0141,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0141,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0141,ITEM,1.0,WATER,79
Conut Jnah,Person_0141,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0141,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0141,TOTAL,36.0,,9
Conut Jnah,Person_0142,ITEM,1.0,[CHOCOLATE DRESSING],0.00
Conut Jnah,Person_0142,ITEM,1.0,BLUEBERRIES.,238
Conut Jnah,Person_0142,ITEM,1.0,BLUEBERRIES.,238
Conut Jnah,Person_0142,ITEM,1.0,BLUEBERRIES.,238
Conut Jnah,Person_0142,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0142,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0142,ITEM,1.0,BROWNIES.,178
Conut Jnah,Person_0142,ITEM,1.0,CAFFE LATTE,417
Conut Jnah,Person_0142,ITEM,1.0,CARAMEL MACHIATO,536
Conut Jnah,Person_0142,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0142,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0142,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0142,ITEM,1.0,CHIMNEY BERRY MIX,1
Conut Jnah,Person_0142,ITEM,1.0,CHIMNEY PISTACHIO,1
Conut Jnah,Person_0142,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0142,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0142,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0142,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0142,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0142,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0142,ITEM,1.0,DOUBLE CHOCOLATE MILKSHAKE,774
Conut Jnah,Person_0142,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0142,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0142,ITEM,1.0,HOT,0.00
Conut Jnah,Person_0142,ITEM,1.0,ICED,0.00
Conut Jnah,Person_0142,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0142,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0142,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0142,ITEM,1.0,NUTELLA SAUCE.,178
Conut Jnah,Person_0142,ITEM,1.0,NUTELLA SPREAD CHIMNEY,178
Conut Jnah,Person_0142,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0142,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0142,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0142,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0142,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0142,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0142,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0142,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0142,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0142,ITEM,1.0,SKIMMED MILK.,0.00
Conut Jnah,Person_0142,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0142,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0142,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0142,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0142,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0142,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0142,ITEM,1.0,WATER,79
Conut Jnah,Person_0142,ITEM,1.0,  WHIPPED CREAM,0.00
Conut Jnah,Person_0142,ITEM,1.0,WHIPPED CREAM...,0.00
Conut Jnah,Person_0142,TOTAL,49.0,,12
Conut Jnah,Person_0143,ITEM,1.0,AFFOGATO,536
Conut Jnah,Person_0143,TOTAL,1.0,,536
Conut Jnah,Person_0144,ITEM,1.0,CAFFE LATTE,417
Conut Jnah,Person_0144,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0144,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0144,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0144,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0144,ITEM,1.0,ICED,0.00
Conut Jnah,Person_0144,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0144,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0144,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0144,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0144,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0144,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0144,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0144,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0144,ITEM,1.0,WATER,79
Conut Jnah,Person_0144,ITEM,1.0,WATER,79
Conut Jnah,Person_0144,ITEM,1.0,WHITE CHOCOLATE SAUCE .(R),0.00
Conut Jnah,Person_0144,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0144,TOTAL,18.0,,4
Conut Jnah,Person_0145,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0145,ITEM,1.0,MINI BERRY MIX,507
Conut Jnah,Person_0145,ITEM,1.0,MINI THE ONE,507
Conut Jnah,Person_0145,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0145,ITEM,1.0,NUTELLA SPREAD MINI.,0.00
Conut Jnah,Person_0145,ITEM,1.0,PISTACHIO SPREAD MINI.,30
Conut Jnah,Person_0145,ITEM,1.0,PISTACHIO TOPPING.,0.00
Conut Jnah,Person_0145,ITEM,1.0,STRAWBERRY .(R),0.00
Conut Jnah,Person_0145,ITEM,1.0,WHIPPED CREAM  .,0.00
Conut Jnah,Person_0145,TOTAL,9.0,,1
Conut Jnah,Person_0146,ITEM,1.0,TAKE AWAY,0.00
Conut Jnah,Person_0146,TOTAL,1.0,,0.00
Conut Jnah,Person_0147,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0147,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0147,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0147,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0147,ITEM,1.0,HOT,0.00
Conut Jnah,Person_0147,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0147,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0147,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0147,ITEM,1.0,SINGLE ESPRESSO,238
Conut Jnah,Person_0147,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0147,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0147,ITEM,1.0,TIRAMISU CHIMNEY,1
Conut Jnah,Person_0147,ITEM,1.0,TIRAMISU CHIMNEY,1
Conut Jnah,Person_0147,ITEM,1.0,WATER,79
Conut Jnah,Person_0147,TOTAL,14.0,,5
Conut Jnah,Person_0148,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0148,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0148,ITEM,1.0,CAFE MOCHA,507
Conut Jnah,Person_0148,ITEM,1.0,CAFFE LATTE,417
Conut Jnah,Person_0148,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0148,ITEM,1.0,CONUT TRIPLE CHOCOLATE,924
Conut Jnah,Person_0148,ITEM,1.0,CONUT TRIPLE CHOCOLATE,924
Conut Jnah,Person_0148,ITEM,1.0,DOUBLE ESPRESSO,328
Conut Jnah,Person_0148,ITEM,1.0,DOUBLE ESPRESSO,328
Conut Jnah,Person_0148,ITEM,1.0,DOUBLE ESPRESSO,328
Conut Jnah,Person_0148,ITEM,1.0,DOUBLE ESPRESSO,328
Conut Jnah,Person_0148,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0148,ITEM,1.0,HOT,0.00
Conut Jnah,Person_0148,ITEM,1.0,HOT,0.00
Conut Jnah,Person_0148,ITEM,1.0,HOT,0.00
Conut Jnah,Person_0148,ITEM,1.0,HOT,0.00
Conut Jnah,Person_0148,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0148,ITEM,1.0,ICED,0.00
Conut Jnah,Person_0148,ITEM,1.0,ICED,0.00
Conut Jnah,Person_0148,ITEM,1.0,ICED,0.00
Conut Jnah,Person_0148,ITEM,1.0,ICED,0.00
Conut Jnah,Person_0148,ITEM,1.0,ICED SHAKEN ESPRESSO,507
Conut Jnah,Person_0148,ITEM,1.0,LACTOSE FREE MILK.,0.00
Conut Jnah,Person_0148,ITEM,1.0,LACTOSE FREE MILK.,0.00
Conut Jnah,Person_0148,ITEM,1.0,LOTUS SPREAD CONUT.,0.00
Conut Jnah,Person_0148,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0148,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0148,ITEM,1.0,SINGLE ESPRESSO,238
Conut Jnah,Person_0148,ITEM,1.0,SINGLE ESPRESSO,238
Conut Jnah,Person_0148,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0148,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0148,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0148,ITEM,1.0,  WHITE CHOCOLATE SAUCE,(R)
Conut Jnah,Person_0148,ITEM,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.00
Conut Jnah,Person_0148,TOTAL,43.0,,6
Conut Jnah,Person_0149,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0149,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0149,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0149,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0149,ITEM,1.0,PISTACHIO SPREAD CHIMNEY.,59
Conut Jnah,Person_0149,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0149,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0149,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0149,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0149,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0149,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0149,TOTAL,11.0,,2
Conut Jnah,Person_0150,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0150,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0150,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0150,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0150,ITEM,1.0,CONUT TRIPLE CHOCOLATE,924
Conut Jnah,Person_0150,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0150,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0150,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0150,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0150,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0150,ITEM,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.00
Conut Jnah,Person_0150,TOTAL,11.0,,2
Conut Jnah,Person_0151,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0151,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0151,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0151,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0151,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0151,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0151,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0151,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0151,TOTAL,8.0,,1
Conut Jnah,Person_0152,ITEM,1.0,  BLUEBERRIES,(P)
Conut Jnah,Person_0152,ITEM,1.0,  BLUEBERRIES,(P)
Conut Jnah,Person_0152,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0152,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0152,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0152,ITEM,1.0,CONUT BOSTON CHEESECAKE,924
Conut Jnah,Person_0152,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0152,ITEM,1.0,CONUT TRIPLE CHOCOLATE,924
Conut Jnah,Person_0152,ITEM,1.0,  CRUSHED LOTUS,(R)
Conut Jnah,Person_0152,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0152,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0152,ITEM,1.0,  LOTUS SAUCE,(R)
Conut Jnah,Person_0152,ITEM,1.0,LOTUS SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0152,ITEM,1.0,LOTUS SPREAD CONUT.,0.00
Conut Jnah,Person_0152,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0152,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0152,ITEM,1.0,RASPBERRIES (P),119
Conut Jnah,Person_0152,ITEM,1.0,RASPBERRIES.,238
Conut Jnah,Person_0152,ITEM,1.0,STRAWBERRIES (R),90
Conut Jnah,Person_0152,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0152,ITEM,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.00
Conut Jnah,Person_0152,TOTAL,21.0,,4
Conut Jnah,Person_0153,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0153,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0153,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0153,ITEM,1.0,NO TOPPINGS,0.00
Conut Jnah,Person_0153,ITEM,1.0,NO TOPPINGS,0.00
Conut Jnah,Person_0153,ITEM,1.0,NO TOPPINGS,0.00
Conut Jnah,Person_0153,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0153,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0153,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0153,TOTAL,9.0,,2
Conut Jnah,Person_0154,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0154,ITEM,1.0,  CRUSHED LOTUS,(R)
Conut Jnah,Person_0154,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0154,ITEM,1.0,MINI BOSTON CHEESECAKE,536
Conut Jnah,Person_0154,ITEM,1.0,MINI THE ONE,507
Conut Jnah,Person_0154,ITEM,1.0,NO SPREAD .,0.00
Conut Jnah,Person_0154,ITEM,1.0,NUTELLA SPREAD MINI.,0.00
Conut Jnah,Person_0154,ITEM,1.0,STRAWBERRY .(R),0.00
Conut Jnah,Person_0154,ITEM,1.0,STRAWBERRY .(R),0.00
Conut Jnah,Person_0154,ITEM,1.0,TIRAMISU MINI CONUT,595
Conut Jnah,Person_0154,TOTAL,10.0,,1
Conut Jnah,Person_0155,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0155,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0155,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0155,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0155,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0155,TOTAL,5.0,,1
Conut Jnah,Person_0156,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0156,ITEM,-1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0156,ITEM,-1.0,CONUT BERRY MIX,-893
Conut Jnah,Person_0156,ITEM,1.0,CONUT BERRY MIX,893
Conut Jnah,Person_0156,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0156,ITEM,-1.0,DELIVERY CHARGE,-238
Conut Jnah,Person_0156,ITEM,-1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0156,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0156,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0156,ITEM,-1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0156,TOTAL,0.0,,0.00
Conut Jnah,Person_0157,ITEM,1.0,BLUEBERRIES.,238
Conut Jnah,Person_0157,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0157,ITEM,1.0,CRUSHED LOTUS.,178
Conut Jnah,Person_0157,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0157,ITEM,1.0,LOTUS SAUCE.,178
Conut Jnah,Person_0157,ITEM,1.0,LOTUS SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0157,ITEM,1.0,PISTACHIO SPREAD CHIMNEY,238
Conut Jnah,Person_0157,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0157,ITEM,1.0,WHITE CHOCOLATE SAUCE .(R),0.00
Conut Jnah,Person_0157,TOTAL,9.0,,2
Conut Jnah,Person_0158,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0158,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0158,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0158,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0158,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0158,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0158,TOTAL,6.0,,1
Conut Jnah,Person_0159,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0159,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0159,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0159,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0159,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0159,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0159,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0159,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0159,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0159,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0159,ITEM,1.0,NO CINNAMON,0.00
Conut Jnah,Person_0159,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0159,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
